date,time,pid,log_level,component,event_type,block_id,source_ip,destination_ip,block_size,raw_message,datetime
2008-11-09,20:35:27,147,INFO,dfs.DataNode$DataXceiver,RECEIVED_BLOCK,blk_-1608999687919862906,10.251.107.19,10.251.107.19,91178.0,Received block blk_-1608999687919862906 src: /10.251.107.19:56341 dest: /10.251.107.19:50010 of size 91178,2008-11-09 20:35:27
2008-11-09,20:35:27,147,INFO,dfs.DataNode$DataXceiver,RECEIVE_BLOCK,blk_-1608999687919862906,10.251.107.19,10.251.107.19,0.0,Receiving block blk_-1608999687919862906 src: /10.251.107.19:56341 dest: /10.251.107.19:50010,2008-11-09 20:35:27
2008-11-09,20:35:27,148,INFO,dfs.DataNode$DataTransfer,TRANSMIT_BLOCK,blk_-1608999687919862906,10.251.107.19,10.251.31.5,0.0,10.251.107.19:50010:Transmitted block blk_-1608999687919862906 to /10.251.31.5:50010,2008-11-09 20:35:27
2008-11-09,20:35:27,149,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.250.10.6,10.250.18.114,0.0,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.250.18.114,2008-11-09 20:35:27
2008-11-09,20:35:27,150,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.250.10.6,10.251.203.149,0.0,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.203.149,2008-11-09 20:35:27
2008-11-09,20:35:27,150,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.250.11.100,10.251.31.5,0.0,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.31.5,2008-11-09 20:35:27
2008-11-09,20:35:27,150,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.250.14.224,10.251.31.5,0.0,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.31.5,2008-11-09 20:35:27
2008-11-09,20:35:27,150,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.39.179,10.251.203.129,0.0,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.203.129,2008-11-09 20:35:27
2008-11-09,20:35:27,151,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.250.10.6,10.251.125.193,0.0,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.125.193,2008-11-09 20:35:27
2008-11-09,20:35:27,151,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.250.11.100,10.250.19.16,0.0,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.19.16,2008-11-09 20:35:27
2008-11-09,20:35:27,151,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.250.14.224,10.251.30.134,0.0,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.30.134,2008-11-09 20:35:27
2008-11-09,20:35:27,151,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.39.179,10.251.127.243,0.0,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.127.243,2008-11-09 20:35:27
2008-11-09,20:35:27,152,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.250.10.6,10.251.65.203,0.0,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.65.203,2008-11-09 20:35:27
2008-11-09,20:35:27,152,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.250.11.100,10.251.125.193,0.0,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.125.193,2008-11-09 20:35:27
2008-11-09,20:35:27,152,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.250.14.224,10.251.127.191,0.0,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.127.191,2008-11-09 20:35:27
2008-11-09,20:35:27,152,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.251.111.209,10.251.111.209,0.0,10.251.111.209:50010 Served block blk_-1608999687919862906 to /10.251.111.209,2008-11-09 20:35:27
2008-11-09,20:35:27,152,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.197.226,10.251.127.191,0.0,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.127.191,2008-11-09 20:35:27
2008-11-09,20:35:27,152,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.39.179,10.251.203.149,0.0,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.203.149,2008-11-09 20:35:27
2008-11-09,20:35:27,153,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.250.11.100,10.251.30.179,0.0,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.30.179,2008-11-09 20:35:27
2008-11-09,20:35:27,153,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.197.226,10.250.17.225,0.0,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.250.17.225,2008-11-09 20:35:27
2008-11-09,20:35:27,153,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.251.215.16,10.251.215.16,0.0,10.251.215.16:50010 Served block blk_-1608999687919862906 to /10.251.215.16,2008-11-09 20:35:27
2008-11-09,20:35:27,153,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.39.179,10.251.30.134,0.0,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.30.134,2008-11-09 20:35:27
2008-11-09,20:35:27,154,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.250.11.100,10.251.74.192,0.0,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.74.192,2008-11-09 20:35:27
2008-11-09,20:35:27,154,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.197.226,10.251.203.4,0.0,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.203.4,2008-11-09 20:35:27
2008-11-09,20:35:27,154,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.251.215.16,10.250.19.227,0.0,10.251.215.16:50010 Served block blk_-1608999687919862906 to /10.250.19.227,2008-11-09 20:35:27
2008-11-09,20:35:27,155,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.250.11.100,10.250.19.227,0.0,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.19.227,2008-11-09 20:35:27
2008-11-09,20:35:27,155,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.197.226,10.251.215.16,0.0,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.215.16,2008-11-09 20:35:27
